lfdn;external_lfdn;tester;dispcode;lastpage;quality;duration;c_0001;p_0001;c_0002;c_0003;v_382;v_1033;v_384;v_1971;v_1972;v_1973;v_1974;v_1975;v_1976;v_1977;v_1978;v_1979;v_1980;v_191;v_192;v_2022;v_217;v_1994;v_1995;v_1996;v_1997;v_1999;v_2000;v_221;v_222;v_223;v_224;v_1935;v_1936;v_1937;v_1938;v_2009;v_225;v_229;v_327;v_230;v_231;v_232;v_233;v_234;v_235;v_236;v_328;v_237;v_238;v_239;v_240;v_241;v_243;v_244;v_245;v_247;v_249;v_250;v_251;v_252;v_254;v_255;v_256;v_258;v_259;v_260;v_261;v_262;v_263;v_264;v_265;v_266;v_267;v_268;v_269;v_271;v_272;v_273;v_274;v_275;v_276;v_339;v_342;v_343;v_344;v_346;v_347;v_287;v_288;v_289;v_290;v_291;v_292;v_293;v_294;v_296;v_297;v_298;v_352;v_299;v_300;v_301;v_302;v_303;v_305;v_306;v_307;v_308;v_309;v_310;v_311;v_312;v_313;v_314;v_325;v_315;v_316;v_317;dupl1_v_675;v_318;v_326;browser;referer;device_type;participant_browser;participant_browser_version;participant_os;participant_device;participant_brand;participant_model;participant_isbot;participant_continent;participant_country;participant_region;participant_city;participant_latitude;participant_longitude;quota;quota_assignment;page_history;hflip;vflip;output_mode;javascript;flash;session_id;language;cleaned;ats;datetime;date_of_last_access;date_of_first_mail;rts5544076;rts5544077;rts5544083;rts5544084;rts5544085;rts5544086;rts5544092;rts5544098;rts5544100;rts5544117;rts5544133;rts5544134;rts5544135;rts5544153;rts5544154;rts5544480;rts5544487;rts5544497;rts5544525;rts5544579;rts5544585;rts5544609;rts5544709;rts5544715;rts5544761;rts5544812;rts5544857;rts5546077
549;0;0;31;5544075;-77;2875;9;3c3449938ba35c6f24e8d43e00155cf4;-66;-66;1;42;3;8;8;8;8;3;1;3;4;3;3;80;30;4;50;3;3;3;3;3;2;10;21;10;50;4;7;4;3;7;7;7;8;6;6;7;2;11;5;2;1;8;8;1;9;1;4;1;7;3;2;6;5;6;7;1;2;3;5;4;8;7;9;2;6;6;4;3;4;3;1;2;4;4;3;3;2;4;4;4;3;3;4;4;2;4;3;4;5;3;4;5;5;3;3;3;3;4;5;3;4;3;3;3;1;3;1;4;0;60;40;40;3;4;2;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.61 Safari/537.36";https://mingle.respondi.com/s/1303500/ospe.php?SES=9b17dae51ba50c0353fd92082798e8f5;0;0;-99;0;0;0;0;0;0;0;-99;-99;-66;-66;4;4,7;5544076,5544077,5544078,5544080,5544082,5544099,5544116,5544117,5544084,5544085,5544086,5544087,5544093,5544098,5544133,5544134,5544135,5544480,5544487,5544497,5544525,5544579,5544585,5546077,5544609,5544709,5544715,5544761,5544812,5544154,5544153,5544857,5544075;1;1;0;-77;-77;94fcdafc30a437d34af127becc577021;1;0;1592402159;17.06.2020 13:55;17.06.2020 14:43;0000-00-00 00:00:00;3;11;0;47;95;159;0;342;0;28;623;653;802;2871;2856;811;853;896;1150;1178;1373;2261;2285;2549;2606;2852;2875;1455
550;0;0;31;5544075;-77;555;4;7ef8c23428a010c18c38989a32e69664;-66;-66;1;57;6;11;11;11;11;2;2;3;3;4;5;85;70;5;100;3;4;5;5;5;6;80;79;80;71;5;7;6;7;2;3;8;9;5;6;9;2;11;7;7;5;6;10;4;2;1;6;1;7;3;2;4;5;6;7;2;1;4;3;5;9;8;4;11;7;11;4;4;5;4;2;5;1;4;1;5;5;4;5;4;5;4;4;5;1;5;5;4;5;4;4;4;4;4;4;4;5;5;2;5;5;5;1;5;3;4;1;4;200;60;70;19;2;6;1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:77.0) Gecko/20100101 Firefox/77.0";https://mingle.respondi.com/s/1303500/ospe.php?SES=6a0b3fbf9068cbbb62b72e8c68a71979;0;0;-99;0;0;0;0;0;0;0;-99;-99;-66;-66;5;5,7;5544076,5544077,5544078,5544080,5544082,5544099,5544100,5544116,5544084,5544085,5544086,5544087,5544093,5544133,5544134,5544135,5544480,5544487,5544497,5544525,5544579,5544585,5546077,5544609,5544709,5544715,5544761,5544812,5544154,5544153,5544857,5544075;0;1;0;-77;-77;68d0a01a94672d5f6101bd374f623f2a;1;0;1592402250;17.06.2020 13:57;17.06.2020 14:06;0000-00-00 00:00:00;4;13;0;42;73;102;0;0;26;0;141;162;179;550;540;183;224;254;308;349;383;434;473;515;530;536;555;404
552;0;0;31;5544075;-77;812;3;a39cef7aa6d4f485de70e18a53715489;-66;-66;2;65;7;10;10;10;10;3;2;3;2;3;3;80;60;4;70;3;3;3;3;2;2;50;30;30;50;6;4;5;7;7;8;6;6;6;6;6;6;10;6;6;6;6;6;6;6;1;4;2;5;6;1;3;7;1;5;3;7;2;4;6;6;6;6;6;6;6;3;4;3;3;2;2;2;4;2;3;3;4;4;4;3;3;3;3;3;3;3;3;3;4;4;5;4;3;3;3;3;3;3;3;5;5;4;3;1;1;1;2;0;40;30;50;3;3;1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:77.0) Gecko/20100101 Firefox/77.0";https://mingle.respondi.com/s/1303500/ospe.php?SES=3d48ad610760f8926f11b66b0b563012;0;0;-99;0;0;0;0;0;0;0;-99;-99;-66;-66;6;6,8;5544076,5544077,5544078,5544080,5544082,5544083,5544099,5544116,5544084,5544085,5544086,5544087,5544093,5544098,5544133,5544134,5544135,5544480,5544487,5544497,5544525,5544579,5544585,5546077,5544609,5544709,5544715,5544761,5544812,5544154,5544153,5544857,5544075;0;0;0;-77;-77;f48ac01c09b640910af4fae35afa18a0;1;0;1592402377;17.06.2020 13:59;17.06.2020 14:13;0000-00-00 00:00:00;3;162;170;190;213;272;0;293;0;0;346;372;403;808;778;407;433;454;522;544;588;648;681;731;763;774;812;619
553;0;0;31;5544075;-77;837;2;026d2263fe134e6934ff85f83a6b79f0;-66;-66;2;22;6;7;7;6;11;1;2;4;2;2;2;80;20;5;100;3;4;5;5;5;7;50;50;60;100;7;7;7;7;7;3;2;3;3;1;6;1;11;2;3;4;4;10;2;5;1;5;2;6;4;1;3;7;4;6;2;3;5;1;7;8;8;3;8;8;11;4;5;5;5;2;5;2;4;2;5;4;5;5;5;5;2;5;5;3;5;5;5;4;2;5;5;5;1;4;2;5;5;5;5;5;4;5;5;1;5;1;3;0;40;10;10;15;1;3;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.97 Safari/537.36";https://mingle.respondi.com/s/1303500/ospe.php?SES=b8c6df3426a845305f0c231be87e68df;0;0;-99;0;0;0;0;0;0;0;-99;-99;-66;-66;2;2,8;5544076,5544077,5544078,5544080,5544082,5544083,5544099,5544116,5544084,5544085,5544086,5544087,5544092,5544093,5544133,5544134,5544135,5544480,5544487,5544497,5544525,5544579,5544585,5546077,5544609,5544709,5544715,5544761,5544812,5544154,5544153,5544857,5544075;0;1;0;-77;-77;afee0f74c8dd2aecad9c716f08e1ca61;1;0;1592402393;17.06.2020 13:59;17.06.2020 14:13;0000-00-00 00:00:00;9;20;28;70;107;155;174;0;0;0;238;278;305;830;809;315;366;397;476;531;615;691;723;765;792;802;837;643
554;0;0;31;5544075;-77;1720;3;7f2d3eaf307d0fabbdf831bc150bf23d;-66;-66;1;33;7;7;7;10;9;3;2;3;2;3;3;25;20;3;99;3;4;4;5;7;7;99;0;100;100;7;6;5;4;4;5;7;8;5;4;7;3;10;4;6;5;7;7;5;8;1;5;2;7;3;1;4;6;5;6;1;2;3;4;7;10;9;2;11;4;11;4;4;3;4;2;3;3;3;2;4;3;4;4;4;4;2;5;3;4;5;4;3;3;3;4;3;3;2;4;2;5;4;5;5;5;3;3;3;3;3;3;3;0;30;10;20;10;1;2;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.97 Safari/537.36 Edg/83.0.478.50";https://mingle.respondi.com/s/1303500/ospe.php?SES=0c4a691aafbac840e924aa05722b1eae;0;0;-99;0;0;0;0;0;0;0;-99;-99;-66;-66;3;3,7;5544076,5544077,5544078,5544080,5544082,5544083,5544099,5544116,5544084,5544085,5544086,5544087,5544093,5544098,5544133,5544134,5544135,5544480,5544487,5544497,5544525,5544579,5544585,5546077,5544609,5544709,5544715,5544761,5544812,5544154,5544153,5544857,5544075;0;1;0;-77;-77;3f122f053381cb0ac46351d361c76450;1;0;1592402509;17.06.2020 14:01;17.06.2020 14:30;0000-00-00 00:00:00;214;220;406;442;462;495;0;622;0;0;706;733;755;1718;1712;759;972;994;1046;1262;1300;1501;1524;1565;1586;1653;1720;1323
555;0;0;31;5544075;-77;1468;7;be376c11884fa6c5796d77be7e4f0f29;-66;-66;1;53;5;6;1;6;11;3;2;3;2;1;3;40;30;5;1;1;1;2;2;1;1;0;0;0;1;1;1;1;1;1;6;5;8;1;1;7;1;11;11;1;1;1;1;1;1;11;1;4;2;7;5;3;6;1;2;4;7;5;3;6;9;4;1;9;4;10;4;1;1;1;5;1;5;1;5;1;1;1;5;4;1;2;2;1;1;1;1;3;1;1;2;4;4;1;1;1;1;1;1;5;1;1;1;1;1;1;1;1;250;5;4;0;11;7;2;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.102 Safari/537.36 Edge/18.18363";https://mingle.respondi.com/s/1303500/ospe.php?SES=67c8e84e7007cb2a7f3f66a4975350e0;0;0;-99;0;0;0;0;0;0;0;-99;-99;-66;-66;5;5,7;5544076,5544077,5544077,5544077,5544078,5544080,5544082,5544099,5544116,5544117,5544084,5544085,5544086,5544087,5544093,5544133,5544134,5544135,5544480,5544487,5544497,5544525,5544579,5544585,5546077,5544609,5544709,5544715,5544761,5544812,5544154,5544153,5544857,5544075;0;0;0;-77;-77;2d1332ac9ce8f696d8c632bb9d0e3094;1;0;1592402586;17.06.2020 14:03;17.06.2020 14:27;0000-00-00 00:00:00;6;27;0;861;886;915;0;0;0;839;959;978;989;1464;1450;994;1059;1080;1149;1237;1271;1345;1376;1416;1437;1444;1468;1297
556;0;0;31;5544075;-77;514;1;a55904fd2fa1f78745c23c38976592e5;-66;-66;1;41;7;11;11;11;11;3;2;5;4;5;5;80;40;5;100;3;4;4;5;1;7;50;60;60;50;7;7;7;7;7;3;8;9;5;5;10;1;11;4;8;8;8;11;1;6;1;7;1;6;2;4;5;3;7;6;3;1;2;5;4;11;8;1;11;5;11;5;5;5;5;1;1;3;5;5;5;5;5;5;5;5;2;4;5;3;5;5;5;2;5;5;5;5;3;4;4;4;4;5;5;5;5;3;5;4;2;2;5;50;51;20;50;1;6;1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.102 Safari/537.36 Edge/18.18362";https://mingle.respondi.com/s/1303500/ospe.php?SES=9f0a2adbe960777d720501b8c64c16cd;0;0;-99;0;0;0;0;0;0;0;-99;-99;-66;-66;4;4,7;5544076,5544077,5544078,5544080,5544082,5544083,5544099,5544116,5544084,5544085,5544086,5544087,5544093,5544133,5544134,5544135,5544480,5544487,5544497,5544525,5544579,5544585,5546077,5544609,5544709,5544715,5544761,5544812,5544154,5544153,5544857,5544075;0;0;0;-77;-77;e591736190fb3c69407ffc6e7bb57fa5;1;0;1592402593;17.06.2020 14:03;17.06.2020 14:11;0000-00-00 00:00:00;8;19;27;44;66;88;0;0;0;0;134;158;168;510;493;173;200;220;274;296;335;397;425;466;480;488;514;355
557;0;0;31;5544075;-77;736;4;2313cf3ed3b4ce566b202dc10d3ac44e;-66;-66;1;34;5;1;1;2;1;2;1;1;1;1;3;88;33;1;0;1;1;1;1;4;4;0;0;0;0;1;1;1;1;1;6;1;1;1;1;1;1;7;7;1;1;1;1;1;1;6;3;1;2;7;6;5;4;3;2;1;7;6;5;4;1;1;1;1;1;11;2;3;3;2;3;3;5;3;4;1;2;3;5;3;1;5;5;1;1;1;3;5;1;1;2;1;1;1;1;1;4;1;1;1;1;1;1;1;1;1;1;1;108;33;33;0;7;1;2;"Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:77.0) Gecko/20100101 Firefox/77.0";https://mingle.respondi.com/s/1303500/ospe.php?SES=4ddefd523d6d0e8244ddd6accbe21493;0;0;-99;0;0;0;0;0;0;0;-99;-99;-66;-66;3;3,7;5544076,5544077,5544078,5544080,5544082,5544099,5544100,5544116,5544084,5544085,5544086,5544087,5544093,5544133,5544134,5544135,5544480,5544487,5544497,5544525,5544579,5544585,5546077,5544609,5544709,5544715,5544761,5544812,5544154,5544153,5544857,5544075;1;0;0;-77;-77;2a261c7b8cae23065210476b5dd2d50e;1;0;1592402658;17.06.2020 14:04;17.06.2020 14:16;0000-00-00 00:00:00;4;11;0;79;107;164;0;0;35;0;219;239;268;732;718;275;308;329;407;436;486;578;606;686;704;714;736;516
558;0;0;31;5544075;-77;2004;9;22ee1ed0cc8b5f8392224ef58d52de90;-66;-66;1;42;7;9;9;9;9;3;2;3;3;3;3;70;50;4;70;3;4;4;4;6;6;60;60;30;40;5;5;4;3;5;3;7;8;5;5;7;3;10;5;7;6;8;8;4;7;1;6;1;5;2;3;4;7;7;2;1;3;4;6;5;8;6;4;10;4;9;4;4;3;3;3;3;3;3;4;3;3;4;4;3;4;3;4;4;3;4;4;4;3;4;4;3;3;1;3;3;3;3;4;5;3;2;2;4;4;2;1;2;190;40;40;30;8;6;2;"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:77.0) Gecko/20100101 Firefox/77.0";https://mingle.respondi.com/s/1303500/ospe.php?SES=8610b4e2d31ef94bda8eab7283a1fb67;0;0;-99;0;0;0;0;0;0;0;-99;-99;-66;-66;4;4,7;5544076,5544077,5544078,5544080,5544082,5544099,5544116,5544117,5544084,5544085,5544086,5544087,5544093,5544098,5544133,5544134,5544135,5544480,5544487,5544497,5544525,5544579,5544585,5546077,5544609,5544709,5544715,5544761,5544812,5544154,5544153,5544857,5544075;0;1;0;-77;-77;6d9153d474ae4d21fd5b016f81389f56;1;0;1592402721;17.06.2020 14:05;17.06.2020 14:38;0000-00-00 00:00:00;4;11;0;49;76;153;0;166;0;25;208;240;263;2000;1986;269;343;385;548;1180;1289;1560;1883;1953;1973;1983;2004;1416
559;0;0;31;5544075;-77;1192;5;db67b5587b1134a910ecaf061775c38b;-66;-66;1;57;6;11;11;11;11;2;2;4;4;3;3;86;30;5;100;2;3;4;5;7;7;0;0;0;99;5;7;7;7;5;3;7;8;6;5;7;2;11;4;6;5;7;8;4;8;1;6;2;5;4;1;3;7;6;3;4;2;5;1;7;7;6;5;10;5;11;5;5;5;5;1;4;2;5;1;5;1;4;5;4;2;2;4;3;4;5;5;4;2;3;4;4;4;2;4;2;4;4;3;5;5;5;1;5;1;5;1;5;120;40;10;0;7;7;2;"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:77.0) Gecko/20100101 Firefox/77.0";https://mingle.respondi.com/s/1303500/ospe.php?SES=868dab5a000ff09f2593d1a85bf7d3db;0;0;-99;0;0;0;0;0;0;0;-99;-99;-66;-66;5;5,7;5544076,5544077,5544078,5544080,5544082,5544099,5544100,5544116,5544084,5544085,5544086,5544087,5544092,5544093,5544133,5544134,5544135,5544480,5544487,5544497,5544525,5544579,5544585,5546077,5544609,5544709,5544715,5544761,5544812,5544154,5544153,5544857,5544075;0;1;0;-77;-77;e14cecfec4d0d24c049f5d708b84f00d;1;0;1592402758;17.06.2020 14:05;17.06.2020 14:25;0000-00-00 00:00:00;19;31;0;85;133;183;199;0;52;0;287;382;413;1186;1136;419;502;555;668;735;792;910;964;1084;1120;1131;1192;843
560;0;0;31;5544075;-77;742;8;4a8115fba0aece75d008adc32d365880;-66;-66;2;51;4;5;5;6;5;3;2;3;2;2;2;80;60;4;80;3;3;3;3;7;7;0;0;0;0;1;1;1;4;1;7;5;5;5;5;5;3;8;6;1;1;1;1;1;1;1;4;1;5;7;3;2;6;3;6;1;5;7;2;4;5;6;2;6;6;8;4;3;3;2;2;2;4;4;3;2;1;4;3;3;2;2;3;4;1;3;3;2;1;1;1;5;3;1;1;1;1;1;5;5;4;2;3;2;2;2;1;1;0;30;40;0;15;5;2;"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:77.0) Gecko/20100101 Firefox/77.0";https://mingle.respondi.com/s/1303500/ospe.php?SES=1c1e2028de18aff01f066caa6ca6f31e;0;0;-99;0;0;0;0;0;0;0;-99;-99;-66;-66;5;5,8;5544076,5544077,5544078,5544080,5544082,5544099,5544116,5544117,5544084,5544085,5544086,5544087,5544092,5544093,5544133,5544134,5544135,5544480,5544487,5544497,5544525,5544579,5544585,5546077,5544609,5544709,5544715,5544761,5544812,5544154,5544153,5544857,5544075;0;1;0;-77;-77;a6f6cd2df3b63ec834452fb6221a4905;1;0;1592402779;17.06.2020 14:06;17.06.2020 14:18;0000-00-00 00:00:00;2;11;0;42;113;200;217;0;0;23;253;277;297;738;722;304;338;364;447;488;537;617;640;678;703;718;742;574
561;0;0;31;5544075;-77;692;6;1ddc4232d8f9c2d6daf83c95de62cad4;-66;-66;2;36;7;10;10;11;11;3;1;3;4;4;3;95;50;3;100;4;4;5;5;4;4;50;50;30;40;4;6;7;5;7;1;5;5;5;5;4;3;9;5;9;9;8;9;7;4;1;3;2;6;4;1;7;5;1;6;4;3;5;7;2;9;9;5;9;9;9;4;4;3;4;2;2;1;4;1;4;2;5;4;5;3;2;3;5;3;5;5;4;1;4;4;5;4;1;3;3;2;3;2;2;3;2;3;4;1;3;1;3;50;30;20;30;2;6;2;"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1.1 Safari/605.1.15";https://mingle.respondi.com/s/1303500/ospe.php?SES=eb2dbd95b3fb33338197c5a84997d057;0;0;-99;0;0;0;0;0;0;0;-99;-99;-66;-66;3;3,8;5544076,5544077,5544078,5544080,5544082,5544099,5544100,5544116,5544084,5544085,5544086,5544087,5544093,5544098,5544133,5544134,5544135,5544480,5544487,5544497,5544525,5544579,5544585,5546077,5544609,5544709,5544715,5544761,5544812,5544154,5544153,5544857,5544075;1;0;0;-77;-77;be230ed29b5077305dea4619bcfeec70;1;0;1592402789;17.06.2020 14:06;17.06.2020 14:18;0000-00-00 00:00:00;9;19;0;56;88;121;0;134;33;0;171;206;229;689;660;235;273;302;369;410;465;537;568;624;648;656;692;500
562;0;0;31;5544075;-77;1335;3;eb4054fa97dc8b9ed6c812c69ddd8964;-66;-66;1;39;6;4;5;6;3;3;2;2;2;3;3;86;67;2;83;3;3;4;4;4;6;26;27;14;27;5;4;3;2;5;2;7;9;5;5;7;3;11;5;5;3;8;11;6;4;1;7;1;5;6;4;3;2;7;5;1;6;4;3;2;7;6;5;8;7;10;3;4;2;4;2;3;4;4;4;3;3;4;4;3;2;2;4;3;4;4;3;3;2;4;3;2;3;2;3;3;4;3;4;4;4;2;1;2;1;1;1;4;0;25;41;20;11;1;2;"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.98 Safari/537.36";https://mingle.respondi.com/s/1303500/ospe.php?SES=547a92afd83dbe84828470b2023d3261;0;0;-99;0;0;0;0;0;0;0;-99;-99;-66;-66;3;3,7;5544076,5544077,5544078,5544080,5544082,5544083,5544099,5544116,5544084,5544085,5544086,5544087,5544093,5544098,5544133,5544134,5544135,5544480,5544487,5544497,5544525,5544525,5544579,5544585,5546077,5544609,5544709,5544715,5544761,5544812,5544154,5544153,5544857,5544075;1;1;0;-77;-77;455de87ccd2a8215ea4be43b6cd3547b;1;0;1592402956;17.06.2020 14:09;17.06.2020 14:31;0000-00-00 00:00:00;8;22;31;66;91;115;0;130;0;0;188;218;237;1331;1320;436;466;606;847;887;931;1004;1118;1284;1308;1315;1335;958
563;0;0;31;5544075;-77;1715;8;70632163008efc27ec251e516281addc;-66;-66;1;54;4;11;11;11;11;3;2;3;5;5;4;85;45;4;80;4;5;5;5;5;7;50;60;50;41;4;5;5;3;6;1;7;8;5;5;6;3;10;6;8;8;6;5;3;4;2;6;2;7;4;1;5;3;5;7;2;4;6;3;1;5;6;8;3;4;2;4;4;3;3;2;3;2;2;2;3;3;4;4;4;4;2;4;4;4;4;4;4;2;4;4;5;4;2;4;3;4;4;3;4;4;1;3;2;1;3;2;3;250;35;35;40;7;6;1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:77.0) Gecko/20100101 Firefox/77.0";https://mingle.respondi.com/s/1303500/ospe.php?SES=d3b8bf1be89ae805b4bc53ee10c1263a;0;0;-99;0;0;0;0;0;0;0;-99;-99;-66;-66;5;5,7;5544076,5544077,5544078,5544080,5544082,5544099,5544116,5544117,5544084,5544085,5544086,5544087,5544092,5544093,5544133,5544134,5544135,5544480,5544487,5544497,5544497,5544497,5544525,5544579,5544585,5544585,5544585,5546077,5544609,5544709,5544715,5544761,5544812,5544154,5544153,5544857,5544075;1;0;0;-77;-77;2cfe4eada7136d7e5b54f3053812149f;1;0;1592402987;17.06.2020 14:09;17.06.2020 14:38;0000-00-00 00:00:00;16;26;0;62;106;162;485;0;0;42;537;650;673;1708;1688;678;718;748;1028;1054;1116;1277;1508;1563;1600;1683;1715;1215
564;0;0;31;5544075;-77;1340;6;18ce1d0929b26a2bbfd70b8bcdf784a5;-66;-66;2;55;3;5;6;5;6;3;3;4;2;3;3;70;30;3;80;3;3;3;4;4;5;1;2;1;1;3;5;4;4;5;8;6;6;6;6;7;3;7;6;4;4;7;6;4;2;2;3;2;7;6;1;4;5;4;7;1;6;3;2;5;6;7;5;6;6;6;4;3;2;3;2;2;2;4;2;3;3;3;3;3;3;2;4;4;3;4;4;4;2;3;3;3;3;3;3;3;3;3;3;3;4;4;4;3;2;3;2;2;0;20;30;30;10;4;1;"Mozilla/5.0 (Windows NT 6.3; Win64; x64; rv:77.0) Gecko/20100101 Firefox/77.0";https://mingle.respondi.com/s/1303500/ospe.php?SES=f605843e0bf6bc72001cba87c2f1b68a;0;0;-99;0;0;0;0;0;0;0;-99;-99;-66;-66;5;5,8;5544076,5544077,5544078,5544080,5544082,5544099,5544100,5544116,5544084,5544085,5544086,5544087,5544093,5544098,5544133,5544134,5544135,5544480,5544487,5544497,5544525,5544579,5544585,5546077,5544609,5544709,5544715,5544761,5544812,5544154,5544153,5544857,5544075;0;1;0;-77;-77;e22044a30deb7d24e2786b392f4c01c1;1;0;1592403020;17.06.2020 14:10;17.06.2020 14:32;0000-00-00 00:00:00;3;14;0;54;96;129;0;144;29;0;203;245;273;1332;1294;283;321;348;428;470;530;990;1000;1155;1278;1288;1340;803
565;0;0;31;5544075;-77;452;2;bf62618bf1e722e76c5cdcc7fc818719;-66;-66;1;25;4;6;5;7;9;3;2;3;3;3;4;49;51;3;90;3;3;3;3;5;7;22;35;31;100;5;3;4;4;4;7;2;2;2;2;6;4;11;1;6;6;6;7;5;5;1;4;7;2;5;1;6;3;7;6;4;5;1;2;3;6;6;5;5;2;1;4;4;4;4;4;4;4;4;4;3;4;4;2;3;3;4;2;3;3;4;2;3;4;3;3;3;4;4;3;3;3;3;4;2;3;3;1;4;2;3;3;3;50;41;46;50;7;7;1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.97 Safari/537.36";https://mingle.respondi.com/s/1303500/ospe.php?SES=686f2e7879a99e1966a165c7769201ae;0;0;-99;0;0;0;0;0;0;0;-99;-99;-66;-66;2;2,7;5544076,5544077,5544078,5544080,5544082,5544083,5544099,5544116,5544084,5544085,5544086,5544087,5544092,5544093,5544133,5544134,5544135,5544480,5544487,5544497,5544525,5544579,5544585,5546077,5544609,5544709,5544709,5544709,5544709,5544715,5544715,5544715,5544761,5544812,5544154,5544153,5544857,5544075;1;0;0;-77;-77;2970f1aa61f9f93800a0425985292510;1;0;1592403073;17.06.2020 14:11;17.06.2020 14:18;0000-00-00 00:00:00;8;19;29;163;168;183;249;0;0;0;275;286;291;450;443;296;326;345;360;384;391;402;411;427;438;440;452;397
566;0;0;31;5544075;-77;1272;4;de621829118560e690a7089119ff453d;-66;-66;1;47;7;9;8;7;6;2;1;2;2;2;2;80;20;2;49;3;2;2;3;4;5;60;70;60;60;1;5;5;5;4;6;5;7;3;3;6;2;8;7;3;6;5;4;8;4;9;2;3;1;7;5;4;6;3;1;2;7;4;5;6;6;4;2;7;2;8;4;3;3;4;4;4;3;3;3;3;4;4;3;3;3;4;2;4;3;4;3;2;2;1;2;4;4;3;3;3;3;3;2;3;2;2;2;2;2;2;1;3;250;50;41;9;13;4;1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:77.0) Gecko/20100101 Firefox/77.0";https://mingle.respondi.com/s/1303500/ospe.php?SES=a1fecfab0f2cdf6dee6e35430b042736;0;0;-99;0;0;0;0;0;0;0;-99;-99;-66;-66;4;4,7;5544076,5544077,5544078,5544080,5544082,5544099,5544100,5544116,5544084,5544085,5544086,5544087,5544093,5544133,5544134,5544135,5544480,5544487,5544497,5544525,5544579,5544585,5546077,5544609,5544609,5544609,5544709,5544715,5544715,5544715,5544761,5544812,5544154,5544153,5544857,5544075;1;0;0;-77;-77;5848fbd8b30880723cd79442bd596ac4;1;0;1592403096;17.06.2020 14:11;17.06.2020 14:32;0000-00-00 00:00:00;4;62;0;88;101;117;0;0;82;0;127;230;239;1269;1264;244;789;810;1161;1180;1188;1208;1221;1251;1256;1261;1272;1193
567;0;0;31;5544075;-77;4358;5;ca6bc0252b8a52e140e6788c90d5698a;-66;-66;1;66;4;5;8;11;11;3;2;3;4;3;3;80;40;3;90;3;3;3;3;5;5;10;6;16;20;3;7;4;7;7;3;6;7;6;6;6;2;11;6;7;7;6;8;3;5;1;7;4;6;1;3;5;2;5;6;4;1;7;3;2;7;8;3;8;5;9;3;4;3;4;3;3;3;4;3;4;3;4;4;4;4;3;4;4;4;5;4;4;1;4;3;5;3;4;4;3;4;4;3;5;4;5;4;5;1;2;1;3;80;40;10;60;7;4;1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.97 Safari/537.36 Edg/83.0.478.50";https://mingle.respondi.com/s/1303500/ospe.php?SES=0b76aca44959d773e38bf193f07a8e99;0;0;-99;0;0;0;0;0;0;0;-99;-99;-66;-66;6;6,7;5544076,5544077,5544078,5544080,5544082,5544099,5544100,5544116,5544084,5544085,5544086,5544087,5544092,5544093,5544133,5544134,5544135,5544480,5544487,5544497,5544525,5544579,5544585,5546077,5544609,5544709,5544715,5544761,5544812,5544154,5544153,5544857,5544075;0;0;0;-77;-77;daa71c5bdc3604fb81dab322b89020e9;1;0;1592403145;17.06.2020 14:12;17.06.2020 15:25;0000-00-00 00:00:00;4;34;0;232;309;384;1111;0;70;0;1320;1381;1458;4351;4309;1467;1535;1584;3139;3247;3376;3961;4103;4236;4286;4304;4358;3799
